run_id,timestamp,parent_run_id,category,prompt_summary,author,file_name,original_file,modified_file,ai_tool,rf_orig_pred,rf_orig_conf,rf_mod_pred,rf_mod_conf,rf_evasion,nb_orig_pred,nb_orig_conf,nb_mod_pred,nb_mod_conf,nb_evasion,sgd_orig_pred,sgd_orig_conf,sgd_mod_pred,sgd_mod_conf,sgd_evasion,nn_orig_pred,nn_orig_conf,nn_mod_pred,nn_mod_conf,nn_evasion,l1_distance,l2_distance,cosine_distance,relative_l2,js_divergence,features_changed_pct,max_feature_change,avg_feature_change,stealth_score,stealth_category,orig_accuracy_rate,mod_accuracy_rate,evasion_count,evasion_rate_pct,consensus_prediction,result_type,json_path,notes
type_hints_20260424_c194,2026-04-24T02:05:51.379682,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_0ac5\modified_check_impulse_noise.py,ollama/qwen3.5:4b,aleju,0.9938,aleju,0.9890,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8680,aleju,0.8775,False,aleju,0.9992,aleju,0.9991,False,0.6365,0.1508,0.0114,0.1508,0.0424,0.1667,0.0889,0.0001,0.0575,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_0ac5
type_hints_20260424_5e2e,2026-04-24T02:08:37.736405,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_0ac5\modified_heatmaps.py,ollama/qwen3.5:4b,aleju,0.8877,UNKNOWN,0.7091,True,aleju,1.0000,aleju,0.9464,False,aleju,0.8515,UNKNOWN,0.4681,True,aleju,1.0000,UNKNOWN,0.8494,True,17.4298,1.0088,0.5088,1.0088,0.4894,3.5083,0.2056,0.0015,0.5575,low,100.0000,25.0000,3,75.0000,UNKNOWN,strong_evasion,,batch=batch_type_hints_20260424_0ac5
type_hints_20260424_f0f2,2026-04-24T02:13:16.397309,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_dcfd\modified_arithmetic.py,ollama/qwen3.5:4b,aleju,0.9803,aleju,0.5445,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9121,aleju,0.8930,False,aleju,1.0000,aleju,0.9986,False,25.5134,1.3104,0.8586,1.3104,0.6307,5.6000,0.4710,0.0021,0.6949,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_dcfd
type_hints_20260424_d5cc,2026-04-24T02:17:28.669554,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_dcfd\modified_check_impulse_noise.py,ollama/qwen3.5:4b,aleju,0.9938,aleju,0.9703,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8680,aleju,0.8649,False,aleju,0.9992,aleju,0.9989,False,0.5432,0.1310,0.0086,0.1310,0.0461,0.1667,0.0730,0.0000,0.0514,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_dcfd
type_hints_20260424_0d8d,2026-04-24T02:17:53.783278,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_dcfd\modified_dtypes.py,ollama/qwen3.5:4b,aleju,0.8059,UNKNOWN,0.6070,True,aleju,1.0000,aleju,1.0000,False,aleju,0.8153,UNKNOWN,0.6917,True,aleju,0.9998,aleju,0.9968,False,13.0622,1.2596,0.7933,1.2596,0.5256,1.9667,0.5626,0.0011,0.6470,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260424_dcfd
type_hints_20260424_3fd3,2026-04-24T02:28:09.194896,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_22a3\modified_arithmetic.py,ollama/qwen3.5:4b,aleju,0.9803,UNKNOWN,0.5387,True,aleju,1.0000,aleju,0.9999,False,aleju,0.9121,UNKNOWN,0.6718,True,aleju,1.0000,aleju,0.9522,False,27.5493,1.1883,0.7060,1.1883,0.5342,6.0750,0.3810,0.0023,0.6308,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260424_22a3
type_hints_20260424_78ef,2026-04-24T02:30:30.330578,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_22a3\modified_check_impulse_noise.py,ollama/qwen3.5:4b,aleju,0.9938,aleju,0.9703,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8680,aleju,0.8769,False,aleju,0.9992,aleju,0.9992,False,0.7373,0.1431,0.0102,0.1431,0.0489,0.2250,0.0482,0.0001,0.0562,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_22a3
type_hints_20260424_1aa8,2026-04-24T02:31:20.746118,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_22a3\modified_heatmaps.py,ollama/qwen3.5:4b,aleju,0.8877,aleju,0.5004,False,aleju,1.0000,aleju,0.9980,False,aleju,0.8515,UNKNOWN,0.5993,True,aleju,1.0000,aleju,0.9653,False,16.1439,1.1878,0.7054,1.1878,0.5569,3.1083,0.4791,0.0013,0.6292,low,100.0000,75.0000,1,25.0000,aleju,partial_evasion,,batch=batch_type_hints_20260424_22a3
type_hints_20260424_9c70,2026-04-24T02:34:24.264558,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_f9d6\modified_arithmetic.py,ollama/qwen3.5:4b,aleju,0.9803,aleju,0.5446,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9121,aleju,0.8962,False,aleju,1.0000,aleju,0.9989,False,25.2340,1.2630,0.7975,1.2630,0.6062,5.5833,0.3939,0.0021,0.6717,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_f9d6
type_hints_20260424_0962,2026-04-24T02:34:44.129058,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_f9d6\modified_check_bb_augmentation.py,ollama/qwen3.5:4b,aleju,0.9705,aleju,0.9656,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9123,aleju,0.9130,False,aleju,1.0000,aleju,1.0000,False,3.3289,0.4641,0.1077,0.4641,0.0810,0.5333,0.1964,0.0003,0.1888,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_f9d6
type_hints_20260424_af13,2026-04-24T02:35:00.339312,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_f9d6\modified_check_impulse_noise.py,ollama/qwen3.5:4b,aleju,0.9938,aleju,0.9890,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8680,aleju,0.9303,False,aleju,0.9992,aleju,1.0000,False,7.2840,1.0739,0.5766,1.0739,0.1994,0.6667,0.4689,0.0006,0.5142,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_f9d6
type_hints_20260424_8e9d,2026-04-24T02:36:10.600621,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_f9d6\modified_dtypes.py,ollama/qwen3.5:4b,aleju,0.8059,UNKNOWN,0.7115,True,aleju,1.0000,UNKNOWN,0.9135,True,aleju,0.8153,UNKNOWN,0.5643,True,aleju,0.9998,UNKNOWN,0.9986,True,12.9786,1.0880,0.5919,1.0880,0.5073,2.0667,0.4314,0.0011,0.5831,low,100.0000,0.0000,4,100.0000,UNKNOWN,full_evasion,,batch=batch_type_hints_20260424_f9d6
type_hints_20260424_2330,2026-04-24T02:36:35.817235,,type_hints,Apply complex type annotations such as Union or Optional to function arguments and return values to alter static feature analysis for the resistant Naive Bayes model. Import the necessary typing class,aleju,heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_f9d6\modified_heatmaps.py,ollama/qwen3.5:4b,aleju,0.8877,UNKNOWN,0.7657,True,aleju,1.0000,aleju,0.9904,False,aleju,0.8515,UNKNOWN,0.3926,True,aleju,1.0000,aleju,0.7118,False,15.0249,1.0805,0.5837,1.0805,0.5247,3.0167,0.3872,0.0013,0.5861,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260424_f9d6
type_hints_20260424_f5d3,2026-04-24T02:38:01.499656,,type_hints,Add explicit type annotations using `Any` to the parameters and return values of the specific functions failing evasion for the resistant classifiers. Import `Any` from the typing module only for thes,aleju,arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_916b\modified_arithmetic.py,ollama/qwen3.5:4b,aleju,0.9803,aleju,0.5147,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9121,aleju,0.8853,False,aleju,1.0000,aleju,0.9980,False,25.7418,1.3153,0.8650,1.3153,0.6410,5.6083,0.5021,0.0021,0.6989,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_916b
type_hints_20260424_1fab,2026-04-24T02:38:31.136607,,type_hints,Add explicit type annotations using `Any` to the parameters and return values of the specific functions failing evasion for the resistant classifiers. Import `Any` from the typing module only for thes,aleju,check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_916b\modified_check_bb_augmentation.py,ollama/qwen3.5:4b,aleju,0.9705,aleju,0.9656,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9123,aleju,0.9112,False,aleju,1.0000,aleju,1.0000,False,0.4044,0.1329,0.0088,0.1329,0.0165,0.0833,0.0710,0.0000,0.0460,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_916b
type_hints_20260424_bc55,2026-04-24T02:38:48.159602,,type_hints,Add explicit type annotations using `Any` to the parameters and return values of the specific functions failing evasion for the resistant classifiers. Import `Any` from the typing module only for thes,aleju,check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_impulse_noise.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_916b\modified_check_impulse_noise.py,ollama/qwen3.5:4b,aleju,0.9938,aleju,0.9890,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8680,aleju,0.9135,False,aleju,0.9992,aleju,1.0000,False,7.6386,1.1827,0.6994,1.1827,0.2553,0.6750,0.4798,0.0006,0.5622,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260424_916b
type_hints_20260424_32c0,2026-04-24T02:39:12.610295,,type_hints,Add explicit type annotations using `Any` to the parameters and return values of the specific functions failing evasion for the resistant classifiers. Import `Any` from the typing module only for thes,aleju,dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_916b\modified_dtypes.py,ollama/qwen3.5:4b,aleju,0.8059,UNKNOWN,0.7484,True,aleju,1.0000,aleju,0.8323,False,aleju,0.8153,UNKNOWN,0.2684,True,aleju,0.9998,UNKNOWN,0.4649,True,10.7222,1.2756,0.8135,1.2756,0.6196,1.8333,0.5626,0.0009,0.6716,low,100.0000,25.0000,3,75.0000,UNKNOWN,strong_evasion,,batch=batch_type_hints_20260424_916b
type_hints_20260424_4616,2026-04-24T02:39:36.377476,,type_hints,Add explicit type annotations using `Any` to the parameters and return values of the specific functions failing evasion for the resistant classifiers. Import `Any` from the typing module only for thes,aleju,heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\heatmaps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_916b\modified_heatmaps.py,ollama/qwen3.5:4b,aleju,0.8877,UNKNOWN,0.6104,True,aleju,1.0000,aleju,0.9998,False,aleju,0.8515,UNKNOWN,0.4969,True,aleju,1.0000,aleju,0.9805,False,14.4255,1.0295,0.5300,1.0295,0.5208,3.0083,0.4399,0.0012,0.5692,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260424_916b
type_hints_20260424_6454,2026-04-24T02:43:37.141956,,type_hints,Prioritize introducing Union and Optional type annotations into the function signatures for Naive Bayes and Neural Network to alter feature vectors without renaming variables. Focus these specific ann,aleju,arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\arithmetic.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_ae1e\modified_arithmetic.py,ollama/qwen3.5:4b,aleju,0.9803,UNKNOWN,0.6678,True,aleju,1.0000,aleju,0.9999,False,aleju,0.9121,aleju,0.8231,False,aleju,1.0000,aleju,0.9678,False,25.3431,1.2774,0.8159,1.2774,0.6309,5.5917,0.3959,0.0021,0.6821,low,100.0000,75.0000,1,25.0000,aleju,partial_evasion,,batch=batch_type_hints_20260424_ae1e
type_hints_20260424_1f22,2026-04-24T02:54:00.848166,,type_hints,Prioritize introducing Union and Optional type annotations into the function signatures for Naive Bayes and Neural Network to alter feature vectors without renaming variables. Focus these specific ann,aleju,dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\dtypes.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260424_ae1e\modified_dtypes.py,ollama/qwen3.5:4b,aleju,0.8059,UNKNOWN,0.6215,True,aleju,1.0000,aleju,0.9999,False,aleju,0.8153,aleju,0.7739,False,aleju,0.9998,aleju,0.9950,False,11.6002,1.2673,0.8030,1.2673,0.5770,1.8667,0.5626,0.0010,0.6600,low,100.0000,75.0000,1,25.0000,aleju,partial_evasion,,batch=batch_type_hints_20260424_ae1e
