run_id,timestamp,parent_run_id,category,prompt_summary,author,file_name,original_file,modified_file,ai_tool,rf_orig_pred,rf_orig_conf,rf_mod_pred,rf_mod_conf,rf_evasion,nb_orig_pred,nb_orig_conf,nb_mod_pred,nb_mod_conf,nb_evasion,sgd_orig_pred,sgd_orig_conf,sgd_mod_pred,sgd_mod_conf,sgd_evasion,nn_orig_pred,nn_orig_conf,nn_mod_pred,nn_mod_conf,nn_evasion,l1_distance,l2_distance,cosine_distance,relative_l2,js_divergence,features_changed_pct,max_feature_change,avg_feature_change,stealth_score,stealth_category,orig_accuracy_rate,mod_accuracy_rate,evasion_count,evasion_rate_pct,consensus_prediction,result_type,json_path,notes
type_hints_20260406_b811,2026-04-06T16:34:27.477500,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_4056\modified_check_average_blur.py,ollama/qwen3.5:4b,aleju,0.9658,aleju,0.9360,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9165,aleju,0.8857,False,aleju,1.0000,aleju,0.9997,False,3.2045,0.6170,0.1903,0.6170,0.0957,0.5500,0.3456,0.0003,0.2624,medium,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_4056
type_hints_20260406_c513,2026-04-06T16:35:28.298018,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,check_cartoon.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_cartoon.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_4056\modified_check_cartoon.py,ollama/qwen3.5:4b,aleju,0.8812,aleju,0.8812,False,aleju,1.0000,aleju,1.0000,False,aleju,0.7982,aleju,0.7980,False,aleju,0.9979,aleju,0.9979,False,0.1645,0.0487,0.0012,0.0487,0.0106,0.0500,0.0283,0.0000,0.0172,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_4056
type_hints_20260406_b5e4,2026-04-06T16:35:57.527567,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_4056\modified_geometric.py,ollama/qwen3.5:4b,aleju,0.9902,aleju,0.5444,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9075,aleju,0.8882,False,aleju,1.0000,aleju,0.9994,False,27.8035,1.2842,0.8246,1.2842,0.6197,6.1833,0.3166,0.0023,0.6837,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_4056
type_hints_20260406_171a,2026-04-06T16:36:27.073602,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_4056\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7592,False,UNKNOWN,0.4881,UNKNOWN,0.4139,False,UNKNOWN,0.6334,UNKNOWN,0.2772,False,aleju,0.9987,UNKNOWN,0.1902,True,9.8242,1.0802,0.5835,1.0802,0.5253,1.3583,0.4355,0.0008,0.5828,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_type_hints_20260406_4056
type_hints_20260406_9f90,2026-04-06T16:41:01.887870,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_0439\modified_bbs.py,ollama/qwen3.5:4b,aleju,0.9119,UNKNOWN,0.6730,True,aleju,1.0000,aleju,0.9983,False,aleju,0.8419,UNKNOWN,0.4529,True,aleju,1.0000,aleju,0.6335,False,18.9204,0.9852,0.4853,0.9852,0.4560,4.1667,0.2828,0.0016,0.5407,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260406_0439
type_hints_20260406_09c2,2026-04-06T16:41:28.617934,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_0439\modified_check_average_blur.py,ollama/qwen3.5:4b,aleju,0.9658,aleju,0.9410,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9165,aleju,0.9145,False,aleju,1.0000,aleju,0.9999,False,2.2768,0.3991,0.0797,0.3991,0.0795,0.3000,0.1858,0.0002,0.1602,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_0439
type_hints_20260406_fc7f,2026-04-06T16:50:24.062963,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_0439\modified_geometric.py,ollama/qwen3.5:4b,aleju,0.9902,aleju,0.5446,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9075,aleju,0.8716,False,aleju,1.0000,aleju,0.9985,False,27.6797,1.2889,0.8306,1.2889,0.6142,6.2000,0.3482,0.0023,0.6844,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_0439
type_hints_20260406_ec5d,2026-04-06T16:50:45.974855,,type_hints,"Apply exhaustive type annotations to all function parameters, return types, and local variables, ensuring concrete types like `List[int]` are used to maximize token diversity. Do not change import sty",aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_0439\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7591,False,UNKNOWN,0.4881,UNKNOWN,0.7499,False,UNKNOWN,0.6334,UNKNOWN,0.2112,False,aleju,0.9987,UNKNOWN,0.7664,True,16.6497,1.3589,0.9234,1.3589,0.6003,2.0417,0.4355,0.0014,0.7012,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_type_hints_20260406_0439
type_hints_20260406_ffbc,2026-04-06T16:52:42.000767,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_55b4\modified_bbs.py,ollama/qwen3.5:4b,aleju,0.9119,UNKNOWN,0.5896,True,aleju,1.0000,aleju,1.0000,False,aleju,0.8419,aleju,0.7720,False,aleju,1.0000,aleju,0.9900,False,16.7960,1.0927,0.5970,1.0927,0.5223,3.5000,0.4446,0.0014,0.5905,low,100.0000,75.0000,1,25.0000,aleju,partial_evasion,,batch=batch_type_hints_20260406_55b4
type_hints_20260406_8876,2026-04-06T16:53:15.230781,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_55b4\modified_check_average_blur.py,ollama/qwen3.5:4b,aleju,0.9658,aleju,0.9609,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9165,aleju,0.8959,False,aleju,1.0000,aleju,0.9998,False,2.7236,0.5525,0.1526,0.5525,0.0713,0.7000,0.4233,0.0002,0.2272,medium,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_55b4
type_hints_20260406_ef84,2026-04-06T16:54:12.787710,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,check_cartoon.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_cartoon.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_55b4\modified_check_cartoon.py,ollama/qwen3.5:4b,aleju,0.8812,aleju,0.8762,False,aleju,1.0000,aleju,1.0000,False,aleju,0.7982,aleju,0.7979,False,aleju,0.9979,aleju,0.9980,False,0.3783,0.0696,0.0024,0.0696,0.0239,0.0917,0.0339,0.0000,0.0266,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_55b4
type_hints_20260406_b46b,2026-04-06T16:55:02.949069,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_55b4\modified_geometric.py,ollama/qwen3.5:4b,aleju,0.9902,aleju,0.5146,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9075,aleju,0.8511,False,aleju,1.0000,aleju,0.9984,False,27.4066,1.2982,0.8426,1.2982,0.6250,6.1833,0.5584,0.0023,0.6902,low,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_55b4
type_hints_20260406_96b8,2026-04-06T16:55:30.360718,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_55b4\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7302,False,UNKNOWN,0.4881,UNKNOWN,0.6810,False,UNKNOWN,0.6334,UNKNOWN,0.2318,False,aleju,0.9987,UNKNOWN,0.6784,True,15.7724,1.2017,0.7221,1.2017,0.4949,2.2417,0.3594,0.0013,0.6201,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_type_hints_20260406_55b4
type_hints_20260406_eced,2026-04-06T16:58:45.382845,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_6770\modified_bbs.py,ollama/qwen3.5:4b,aleju,0.9119,UNKNOWN,0.6116,True,aleju,1.0000,aleju,1.0000,False,aleju,0.8419,aleju,0.7574,False,aleju,1.0000,aleju,0.9803,False,17.3561,1.1369,0.6463,1.1369,0.5217,3.5500,0.3508,0.0014,0.6053,low,100.0000,75.0000,1,25.0000,aleju,partial_evasion,,batch=batch_type_hints_20260406_6770
type_hints_20260406_d9ec,2026-04-06T16:59:05.052095,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_6770\modified_check_average_blur.py,ollama/qwen3.5:4b,aleju,0.9658,aleju,0.9510,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9165,aleju,0.8996,False,aleju,1.0000,aleju,0.9999,False,2.8728,0.5358,0.1435,0.5358,0.0895,0.2917,0.2420,0.0002,0.2223,medium,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_6770
type_hints_20260406_93bf,2026-04-06T17:08:09.599561,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\geometric.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_6770\modified_geometric.py,ollama/qwen3.5:4b,aleju,0.9902,UNKNOWN,0.6668,True,aleju,1.0000,aleju,0.9999,False,aleju,0.9075,UNKNOWN,0.4840,True,aleju,1.0000,aleju,0.8350,False,30.7427,1.1987,0.7185,1.1987,0.5381,7.0583,0.2308,0.0026,0.6373,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260406_6770
type_hints_20260406_4cb8,2026-04-06T17:08:39.153550,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_6770\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7478,False,UNKNOWN,0.4881,UNKNOWN,0.8247,False,UNKNOWN,0.6334,UNKNOWN,0.3097,False,aleju,0.9987,UNKNOWN,0.5474,True,10.4586,1.1958,0.7149,1.1958,0.5636,1.3583,0.4654,0.0009,0.6299,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_type_hints_20260406_6770
type_hints_20260406_cf80,2026-04-06T17:11:55.207239,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\bbs.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_001f\modified_bbs.py,ollama/qwen3.5:4b,aleju,0.9119,UNKNOWN,0.6345,True,aleju,1.0000,aleju,0.9996,False,aleju,0.8419,UNKNOWN,0.4144,True,aleju,1.0000,aleju,0.9108,False,15.6612,1.1221,0.6295,1.1221,0.4778,3.4583,0.7339,0.0013,0.5913,low,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_type_hints_20260406_001f
type_hints_20260406_578e,2026-04-06T17:12:21.203807,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_average_blur.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_001f\modified_check_average_blur.py,ollama/qwen3.5:4b,aleju,0.9658,aleju,0.9360,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9165,aleju,0.8471,False,aleju,1.0000,aleju,0.9902,False,5.3503,0.7860,0.3089,0.7860,0.1666,1.0500,0.2951,0.0004,0.3639,medium,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_001f
type_hints_20260406_40d1,2026-04-06T17:13:29.119033,,type_hints,"Replace all broad type annotations with specific complex generics to increase token variance, ensuring every function parameter, return value, and local variable is explicitly typed. Prioritize Union ",aleju,check_cartoon.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_cartoon.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_type_hints_20260406_001f\modified_check_cartoon.py,ollama/qwen3.5:4b,aleju,0.8812,aleju,0.8812,False,aleju,1.0000,aleju,1.0000,False,aleju,0.7982,aleju,0.7952,False,aleju,0.9979,aleju,0.9979,False,0.3514,0.0869,0.0038,0.0869,0.0219,0.1167,0.0503,0.0000,0.0318,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_type_hints_20260406_001f
