run_id,timestamp,parent_run_id,category,prompt_summary,author,file_name,original_file,modified_file,ai_tool,rf_orig_pred,rf_orig_conf,rf_mod_pred,rf_mod_conf,rf_evasion,nb_orig_pred,nb_orig_conf,nb_mod_pred,nb_mod_conf,nb_evasion,sgd_orig_pred,sgd_orig_conf,sgd_mod_pred,sgd_mod_conf,sgd_evasion,nn_orig_pred,nn_orig_conf,nn_mod_pred,nn_mod_conf,nn_evasion,l1_distance,l2_distance,cosine_distance,relative_l2,js_divergence,features_changed_pct,max_feature_change,avg_feature_change,stealth_score,stealth_category,orig_accuracy_rate,mod_accuracy_rate,evasion_count,evasion_rate_pct,consensus_prediction,result_type,json_path,notes
control_flow_20260423_d8a4,2026-04-23T13:20:42.064355,,control_flow,Invert boolean conditions in critical logical operators to alter token sequences and change keyword usage. Replace simple if-else blocks with deeply nested conditionals and convert standard for loops ,aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_542f\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7614,False,UNKNOWN,0.4881,UNKNOWN,0.5783,False,UNKNOWN,0.6334,UNKNOWN,0.2439,False,aleju,0.9987,UNKNOWN,0.4528,True,10.4253,1.2361,0.7639,1.2361,0.5781,1.3750,0.7079,0.0009,0.6475,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_control_flow_20260423_542f
control_flow_20260423_21da,2026-04-23T13:22:20.601436,,control_flow,Modify the control flow to invert boolean conditions in critical logical operators to alter token sequences for Naive Bayes evasion. Apply comprehension swaps selectively to minimize feature changes w,aleju,check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_1d52\modified_check_bb_augmentation.py,ollama/qwen3.5:4b,aleju,0.9705,aleju,0.9705,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9123,aleju,0.9121,False,aleju,1.0000,aleju,1.0000,False,0.0783,0.0467,0.0011,0.0467,0.0021,0.0167,0.0377,0.0000,0.0148,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_1d52
control_flow_20260423_dc1b,2026-04-23T13:22:43.364149,,control_flow,Modify the control flow to invert boolean conditions in critical logical operators to alter token sequences for Naive Bayes evasion. Apply comprehension swaps selectively to minimize feature changes w,aleju,check_polygons_stay_valid_during_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_polygons_stay_valid_during_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_1d52\modified_check_polygons_stay_valid_during_augmentation.py,ollama/qwen3.5:4b,aleju,0.9155,aleju,0.9155,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8695,aleju,0.8694,False,aleju,0.9997,aleju,0.9997,False,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_1d52
control_flow_20260423_6836,2026-04-23T13:23:08.988618,,control_flow,Modify the control flow to invert boolean conditions in critical logical operators to alter token sequences for Naive Bayes evasion. Apply comprehension swaps selectively to minimize feature changes w,aleju,convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_1d52\modified_convolutional.py,ollama/qwen3.5:4b,aleju,0.9950,UNKNOWN,0.7455,True,aleju,1.0000,UNKNOWN,0.8799,True,aleju,0.9059,UNKNOWN,0.4558,True,aleju,1.0000,UNKNOWN,0.8495,True,21.5531,1.3500,0.9113,1.3500,0.6784,4.4083,0.7839,0.0018,0.7179,low,100.0000,0.0000,4,100.0000,UNKNOWN,full_evasion,,batch=batch_control_flow_20260423_1d52
control_flow_20260423_67cf,2026-04-23T13:23:35.608979,,control_flow,Modify the control flow to invert boolean conditions in critical logical operators to alter token sequences for Naive Bayes evasion. Apply comprehension swaps selectively to minimize feature changes w,aleju,kps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\kps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_1d52\modified_kps.py,ollama/qwen3.5:4b,aleju,0.9487,UNKNOWN,0.7504,True,aleju,1.0000,UNKNOWN,0.3471,True,aleju,0.8514,UNKNOWN,0.4359,True,aleju,1.0000,UNKNOWN,0.4320,True,17.1560,1.3233,0.8756,1.3233,0.6437,3.2083,0.4214,0.0014,0.6978,low,100.0000,0.0000,4,100.0000,UNKNOWN,full_evasion,,batch=batch_control_flow_20260423_1d52
control_flow_20260423_499e,2026-04-23T13:23:55.010652,,control_flow,Modify the control flow to invert boolean conditions in critical logical operators to alter token sequences for Naive Bayes evasion. Apply comprehension swaps selectively to minimize feature changes w,aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_1d52\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7455,False,UNKNOWN,0.4881,UNKNOWN,0.6659,False,UNKNOWN,0.6334,UNKNOWN,0.2459,False,aleju,0.9987,UNKNOWN,0.3364,True,10.2074,1.2268,0.7526,1.2268,0.5927,1.3583,0.7004,0.0009,0.6470,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_control_flow_20260423_1d52
control_flow_20260423_7300,2026-04-23T13:25:56.228254,,control_flow,Modify critical boolean conditions to invert specific token sequences that Random Forest and Naive Bayes rely on for classification. Replace direct ternary operators with deeply nested if-else blocks ,aleju,check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_befc\modified_check_bb_augmentation.py,ollama/qwen3.5:4b,aleju,0.9705,aleju,0.9705,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9123,aleju,0.9053,False,aleju,1.0000,aleju,1.0000,False,4.6685,0.5510,0.1518,0.5510,0.1035,1.0083,0.1902,0.0004,0.2336,medium,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_befc
control_flow_20260423_1f05,2026-04-23T13:26:25.946764,,control_flow,Modify critical boolean conditions to invert specific token sequences that Random Forest and Naive Bayes rely on for classification. Replace direct ternary operators with deeply nested if-else blocks ,aleju,check_polygons_stay_valid_during_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_polygons_stay_valid_during_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_befc\modified_check_polygons_stay_valid_during_augmentation.py,ollama/qwen3.5:4b,aleju,0.9155,aleju,0.9105,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8695,aleju,0.8113,False,aleju,0.9997,aleju,0.9971,False,3.1524,0.4004,0.0801,0.4004,0.0748,0.8000,0.1526,0.0003,0.1607,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_befc
control_flow_20260423_27e5,2026-04-23T13:26:49.785878,,control_flow,Modify critical boolean conditions to invert specific token sequences that Random Forest and Naive Bayes rely on for classification. Replace direct ternary operators with deeply nested if-else blocks ,aleju,convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_befc\modified_convolutional.py,ollama/qwen3.5:4b,aleju,0.9950,UNKNOWN,0.6783,True,aleju,1.0000,aleju,0.9997,False,aleju,0.9059,aleju,0.8214,False,aleju,1.0000,aleju,0.9683,False,21.9640,1.2696,0.8060,1.2696,0.6172,4.4000,0.4559,0.0018,0.6740,low,100.0000,75.0000,1,25.0000,aleju,partial_evasion,,batch=batch_control_flow_20260423_befc
control_flow_20260423_6595,2026-04-23T13:30:22.579415,,control_flow,Modify critical boolean conditions to invert specific token sequences that Random Forest and Naive Bayes rely on for classification. Replace direct ternary operators with deeply nested if-else blocks ,aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_befc\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7681,False,UNKNOWN,0.4881,UNKNOWN,0.8182,False,UNKNOWN,0.6334,UNKNOWN,0.4455,False,aleju,0.9987,UNKNOWN,0.8922,True,9.7134,1.0659,0.5681,1.0659,0.5174,1.3583,0.4355,0.0008,0.5766,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_control_flow_20260423_befc
control_flow_20260423_a936,2026-04-23T13:36:50.880513,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_77a5\modified_check_bb_augmentation.py,ollama/qwen3.5:4b,aleju,0.9705,aleju,0.9607,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9123,aleju,0.9102,False,aleju,1.0000,aleju,1.0000,False,2.0292,0.4126,0.0851,0.4126,0.0503,0.2833,0.2802,0.0002,0.1599,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_77a5
control_flow_20260423_aaec,2026-04-23T13:40:12.670372,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_77a5\modified_convolutional.py,ollama/qwen3.5:4b,aleju,0.9950,UNKNOWN,0.7523,True,aleju,1.0000,aleju,0.6464,False,aleju,0.9059,UNKNOWN,0.4408,True,aleju,1.0000,UNKNOWN,0.6135,True,22.0387,1.3274,0.8809,1.3274,0.6509,4.4083,0.5853,0.0018,0.7033,low,100.0000,25.0000,3,75.0000,UNKNOWN,strong_evasion,,batch=batch_control_flow_20260423_77a5
control_flow_20260423_213d,2026-04-23T13:40:36.152126,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,kps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\kps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_77a5\modified_kps.py,ollama/qwen3.5:4b,aleju,0.9487,UNKNOWN,0.6858,True,aleju,1.0000,aleju,0.9992,False,aleju,0.8514,UNKNOWN,0.5177,True,aleju,1.0000,aleju,0.8210,False,16.7583,0.9118,0.4157,0.9118,0.4424,3.7250,0.3203,0.0014,0.4942,medium,100.0000,50.0000,2,50.0000,UNKNOWN,partial_evasion,,batch=batch_control_flow_20260423_77a5
control_flow_20260423_98fc,2026-04-23T13:41:04.341382,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_77a5\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7693,False,UNKNOWN,0.4881,UNKNOWN,0.7661,False,UNKNOWN,0.6334,UNKNOWN,0.4764,False,aleju,0.9987,aleju,0.9031,False,8.3880,0.8199,0.3361,0.8199,0.3679,1.3250,0.3217,0.0007,0.4230,medium,25.0000,25.0000,0,0.0000,UNKNOWN,original_unknown,,batch=batch_control_flow_20260423_77a5
control_flow_20260423_6432,2026-04-23T13:46:00.477508,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,check_polygons_stay_valid_during_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_polygons_stay_valid_during_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_b54b\modified_check_polygons_stay_valid_during_augmentation.py,ollama/qwen3.5:4b,aleju,0.9155,aleju,0.9155,False,aleju,1.0000,aleju,1.0000,False,aleju,0.8695,aleju,0.8507,False,aleju,0.9997,aleju,0.9996,False,1.2333,0.2512,0.0316,0.2512,0.0341,0.2083,0.1421,0.0001,0.0921,high,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_b54b
control_flow_20260423_3193,2026-04-23T13:46:24.210089,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\convolutional.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_b54b\modified_convolutional.py,ollama/qwen3.5:4b,aleju,0.9950,UNKNOWN,0.7415,True,aleju,1.0000,aleju,0.9033,False,aleju,0.9059,UNKNOWN,0.2614,True,aleju,1.0000,UNKNOWN,0.2107,True,22.1910,1.2641,0.7990,1.2641,0.6112,4.4083,0.3894,0.0018,0.6708,low,100.0000,25.0000,3,75.0000,UNKNOWN,strong_evasion,,batch=batch_control_flow_20260423_b54b
control_flow_20260423_065b,2026-04-23T13:47:51.274911,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,kps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\kps.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_b54b\modified_kps.py,ollama/qwen3.5:4b,aleju,0.9487,UNKNOWN,0.6798,True,aleju,1.0000,UNKNOWN,0.5077,True,aleju,0.8514,UNKNOWN,0.2064,True,aleju,1.0000,UNKNOWN,0.5721,True,18.7072,1.1328,0.6417,1.1328,0.4862,3.8333,0.3882,0.0016,0.5974,low,100.0000,0.0000,4,100.0000,UNKNOWN,full_evasion,,batch=batch_control_flow_20260423_b54b
control_flow_20260423_43ae,2026-04-23T13:48:20.427200,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\poly_point_isect_py2py3.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_b54b\modified_poly_point_isect_py2py3.py,ollama/qwen3.5:4b,UNKNOWN,0.7294,UNKNOWN,0.7559,False,UNKNOWN,0.4881,UNKNOWN,0.7653,False,UNKNOWN,0.6334,UNKNOWN,0.3340,False,aleju,0.9987,UNKNOWN,0.4132,True,11.2065,1.2450,0.7750,1.2450,0.5636,1.3750,0.4355,0.0009,0.6480,low,25.0000,0.0000,1,25.0000,UNKNOWN,original_unknown,,batch=batch_control_flow_20260423_b54b
control_flow_20260423_4485,2026-04-23T13:50:56.433038,,control_flow,Aggressively restructure conditional logic into nested dict dispatch or match/case blocks to disrupt keyword n-grams for Naive Bayes and SGD Classifier. Replace linear if-else chains with complex nest,aleju,check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\dataset_splits\aleju\testing\check_bb_augmentation.py,C:\Users\ees10\OneDrive\Documents\Repos\Adversarial_Stylometry\automation\modified_files\batch_control_flow_20260423_fecf\modified_check_bb_augmentation.py,ollama/qwen3.5:4b,aleju,0.9705,aleju,0.9705,False,aleju,1.0000,aleju,1.0000,False,aleju,0.9123,aleju,0.8974,False,aleju,1.0000,aleju,1.0000,False,3.1130,0.5256,0.1381,0.5256,0.0857,0.4750,0.3798,0.0003,0.2172,medium,100.0000,100.0000,0,0.0000,aleju,failed,,batch=batch_control_flow_20260423_fecf
